Id_destinasi,Nama,Rating,Jam Operasional,Tiket Masuk,Kategori,Kota,Lokasi,Deskripsi
78,Grand Sayang Kaak,4.1,09.00-17.00 WIB,Rp10.000,"Keluarga,Alam",Ciamis,https://maps.app.goo.gl/jQt3xxyUNoZxXQyz9,"Hilltop recreation area with a glass-bottomed observation deck, plus colorful backdrops for photos."
79,Wisata Alam Pinus Batu Cakra,4.5,08.00-16.30 WIB,Rp10.000,"Keluarga,Alam,Petualangan",Ciamis,https://maps.app.goo.gl/FcFHSq3WSZKmzzgv7,"Wisata Alam Pinus Batu Cakra, Cocok untuk Camping! Wisata hutan pinus ini tepatnya terletak di Dusun Sorok, Desa Darmacaang, Kecamatan Cikoneng, Kabupaten Ciamis."
80,Cadas Ngampar Valley,4.5,07.00-17.00 WIB,Rp3.000,"Keluarga,Alam,Air",Ciamis,https://maps.app.goo.gl/2D7GihFQDRX46rGg7,"Tempat wisata dengan pesona hamparan sawah yang hijau menghiasi pinggiran sungai cadas ngampar, air yang mengalir jernih berasal dari pegunungan."
81,Situs Ciung Wanara,4.4,07.00-20.00 WIB,Rp7.500,"Alam,Sejarah&Budaya,Pendidikan",Ciamis,https://maps.app.goo.gl/eeXeFrof9WrUBcnZA,Situs Ciung Wanara Karangkamulyan Ciamis merupakan obyek wisata budaya yang diyakini sebagai tempat peninggalan Kerajaan Galuh
82,Situs Gunung Susuru,4.3,07.00-17.00 WIB,Gratis,"Keluarga,Alam,Sejarah&Budaya",Ciamis,https://maps.app.goo.gl/f7WtXJoXAPpKKveR6,"Situs Gunung Susuru merupakan salah satu destinasi wisata sejarah tersembunyi yang berada di Ciamis, berlokasi di Kampung Bunder, Desa Kertabumi, Kecamatan Cijeungjing, Kabupaten Ciamis"
83,Ciamis Square - Rafflesia Park,4.6,24 Jam,Gratis,Keluarga,Ciamis,https://maps.app.goo.gl/Yf6gq2ZLub3zb3Jf9,Taman Alun-Alun Ciamis adalah ruang terbuka umum yang memiliki taman bermain anak.
84,Puncak Puspa Gunung Sawal,4.7,24 Jam,Rp7.000,"Alam,Petualangan",Ciamis,https://maps.app.goo.gl/MX1fTN4HN77igswv5,Puncak Puspa adalah mahakarya alam di kaki Gunug Sawal yang memiliki suasana alam yang indah dan cocok untuk berkemah.
85,Lokasana Park,4.5,24 Jam,Gratis,"Keluarga,Alam",Ciamis,https://maps.app.goo.gl/iaGS6qdPtPrEjMn38,"Taman yang nyaman untuk berolahraga karena memiliki lapangan voli, basket, skateboard, dan panjat tebing."
86,Masjid Agung Ciamis,4.8,24 Jam,Gratis,"Keluarga,Pendidikan,Religi",Ciamis,https://maps.app.goo.gl/7rjaY79sQtxePZee9,"Sebuah masjid bersejarah yang berada di Kabupaten Ciamis, Provinsi Jawa Barat, Indonesi"
87,Situs Pangcalikan Gunung Padang,4.4,24 Jam,Rp10.000,"Petualangan,Sejarah&Budaya,Pendidikan",Ciamis,https://maps.app.goo.gl/rB1a9vLEJ4QP44co6,Situs Pangcalikan Gunung Padang merupakan peninggalan purbakala yang berhubungan dengan bentuk sistem religi masyarakat masa lampau.
88,Galuh Pakuan Museum,4.4,24 Jam,Gratis,"Sejarah&Budaya,Pendidikan",Ciamis,https://maps.app.goo.gl/bvPxUKAdC1TmhuKj7,"Museum Galuh Pakuan adalah sebuah museum yang terletak di Jalan K.H. Ahmad Dahlan, Ciamis, Kecamatan Ciamis, Kabupaten Ciamis. Museum ini berisi benda-benda bersejarah peninggalan Kerajaan Galuh."
89,Lubang Timah Waterfall,4.7,24 Jam,Gratis,"Keluarga,Alam,Air",Ciamis,https://maps.app.goo.gl/xq3tZtZAL3LMU84B9,Lobang Timah merupakan sebuah kawasan indah di kaki Gunung Sawal Ciamis yang masih asri dan alami
90,Situs Cidehem,4.7,24 Jam,Gratis,"Alam,Air,Religi",Ciamis,https://maps.app.goo.gl/y7o1qPcPsnwVzv4g6,Situs Wisata Ziarah Cidehem yang terletak di Dusun Citaman Desa Sandingtaman Kecamatan Panjalu Kabupaten Ciamis juga memiliki Mata Air dan Situs yang dikeramatkan.
91,Warung Kuliner Puncak Bangku,4.4,04.30-20.30 WIB,Rp2.000,"Alam,Kuliner",Ciamis,https://maps.app.goo.gl/uswqN1CH6P2rHtuD6,Puncak Bangku Ciamis merupakan tempat wisata kuliner yang memilki pemandangan puncak puncak bukit.
92,Situ Rancamaya Pemancingan,4.4,24 Jam,Rp30.000,"Alam,Air",Ciamis,https://maps.app.goo.gl/drvzn9nYWES7Bafq5,"Spot pemancingan yang terletak di Situ Rancamaya, Desa Sukasenang, Kecamatan Sindangkasih, Kabupaten Ciamis"
93,Situs Batu Panjang,4.3,07.00 -17.00 WIB,Gratis,"Alam,Petualangan,Sejarah&Budaya",Ciamis,https://maps.app.goo.gl/XNvBH7V6Y5GeYtX99,Batu Panjang Jahim adalah situ budaya yang terletak di wilayah Dusun Cimara Desa Cibeureum Kecamatan Sukamantri Kabupaten Ciamis
94,Goa Sutra Reregan,3.9,07.00-18.30 WIB,Rp25.000,"Alam,Air,Petualangan",Pangandaran,https://maps.app.goo.gl/FMZBc7WF3o6pPDtXA,"Goa Sutra Reregan merupakan tempat wisata yang memiliki karakteristik yang unik yaitu stalakmit dan stalaktit yang masih alami, dan ini lah yang menjadi daya tarik bagi wisatawan."
95,Pangandaran Beach,4.6,24 Jam,Rp10.000,"Keluarga,Alam,Air",Pangandaran,https://maps.app.goo.gl/igbMwuWxV9sCCmUd8,"Pantai Pangandaran merupakan sebuah objek wisata andalan Kabupaten Pangandaran yang terletak di sebelah tenggara Jawa Barat, tepatnya di Desa Pangandaran dan Pananjung"
96,Goa Lanang Selasari,4.8,24 Jam,Rp90.000,"Alam,Air,Petualangan",Pangandaran,https://maps.app.goo.gl/FegK9b78L44gpt9g9,"Gua Lanang Selasari di Pangandaran, destinasi alternatif selain Santirah untuk aktivitas arung jeram dengan tubing"
97,Pangandaran Sunset Park,4.7,24 Jam,Rp10.000,"Keluarga,Alam,Air",Pangandaran,https://maps.app.goo.gl/37qp9LhexaaSJpxeA,Pantai Pangandaran Sunset Park merupakan salah satu pantai yang cukup indah di daerah Pangandaran Jawa Barat. Pantai ini memiliki titik lokasi pemandangan yang biasa dijadikan spot foto matahari terbenam.
98,Madasari Beach,4.7,24 Jam,Rp7.500,"Keluarga,Alam,Air",Pangandaran,https://maps.app.goo.gl/TZyRKwx2pgAoao5n9,"Pantai berpasir hitam alami dengan panorama bebatuan, perkemahan & restoran lobster segar."
99,Wisata Green Canyon / Cukang Taneuh Pangandaran,4.6,08.00-16.00 WIB,Rp45.000,"Alam,Air,Petualangan",Pangandaran,https://maps.app.goo.gl/XjaJUSnD69tGfVHx8,Ngarai yang terkenal dengan lingkungannya yang hijau & perairan yang diapit tebing berbatu & dapat dicapai dengan perahu dayung.
100,Pangandaran White Sand Beach,4.5,06.00-17.00 WIB,Rp20.000,"Keluarga,Alam,Air",Pangandaran,https://maps.app.goo.gl/EfPXdLEXfCDAMPQH9,"Pantai yang populer untuk berenang & tur snorkeling, pantai terpencil ini memiliki pemandangan laut yang indah."
101,Pantai Karapyak Pasir putih,4.5,24 Jam,Rp10.000,"Keluarga,Alam,Air",Pangandaran,https://maps.app.goo.gl/VsXxtaQwNE9uXbG77,"Pantai yang memiliki restoran mirip gubuk yang terkenal dengan kerang, serta bumi perkemahan & snorkeling di atas terumbu karang."
102,Museum Nyamuk,4.4,07.30-16.00 WIB,Rp7.000,"Keluarga,Pendidikan",Pangandaran,https://maps.app.goo.gl/dkq6n27KxxXzrW787,"Museum Nyamuk merupakan salah satu program wisata ilmiah yang ditawarkan oleh Loka Litbang Pengendalian Penyakit Bersumber Binatang (P2B2) Balitbangkes Kemenkes. Terletak dalam kompleks Loka Litbang, museum ini berisikan berbagai jenis nyamuk dan fasilitas penelitian lainnya, dan merupakan Musieum nyamuk pertama di Indonesia."
103,Gua Panggung,4.4,24 Jam,Rp20.000,Alam,Pangandaran,https://maps.app.goo.gl/MnCbmNZ6KADAk5f2A,Goa Panggung merupakan kawasan wisata alam bagian dari cagar alam Pangandaran dan berada dipinggir pantai sering digunakan para wali
104,Batu Karas Surf Spot,4.6,24 Jam,Rp10.000,"Alam,Air,Petualangan",Pangandaran,https://maps.app.goo.gl/T9HATJ3MBaBZEqyp7,Batu Karas Point Break sangat sering disebut sebagai tempat belajar selancar terbaik di Indonesia
105,Wana Wisata Situ Mustika,4.1,08.00-17.00 WIB,Rp20.000,"Keluarga,Alam,Air",Banjar,https://maps.app.goo.gl/jFDoVmB4HcaV1SBx9,Pusat rekreasi di hutan lebat dengan zona termasuk taman anggrek & danau untuk naik perahu dayung.
106,Situ Leutik,4.2,06.00-18.00 WIB,Gratis,"Keluarga,Alam,Air",Banjar,https://maps.app.goo.gl/N8UvVfHmEv5MoErf9,Situ Leutik ini merupakan area danau yang dikelilingi oleh fasilitas jogging track
107,Alun-Alun Kota Banjar,4.4,24 Jam,Gratis,Keluarga,Banjar,https://maps.app.goo.gl/w72KHaaEFjcVRpSQ8,"Alun-Alun kota yang luas dan bersih, cocok untuk kumpul bareng keluarga, terdapat tempat bermain"
108,Taman Pusat Dakwah Islam,4.3,24 Jam,Gratis,"Keluarga,Pendidikan,Religi",Banjar,https://maps.app.goo.gl/Qmdd19KynMCHzPEL8,"Ruang terbuka hijau di pinggir Sungai Citanduy yang mengelilingi gedung Pusdai, bisa dijadikan tempat untuk rekreasi, bermain, dan bersantai"
109,Ecopark Kota Banjar,4.5,24 Jam,Gratis,"Keluarga,Alam",Banjar,https://maps.app.goo.gl/TmBx53m3BqvwPNPJA,"Ecopark Kota Banjar, taman baru tempat rekreasi keluarga berlokasi di dekat sungai Citanduy berpotensi menjadi salah satu taman yang instagramable"
110,Obyek Wisata Lembah Pajamben,4.1,07.00-17.00 WIB,Rp2.000,Alam,Banjar,https://maps.app.goo.gl/6vZRY3kcAT5ZrdnV9,Tempat wisata di kawasan Banjar Patroman yang sangat recomended untuk liburan keluarga dengan pemandangan kota Banjar yang indah
111,Pulau Merak Kecil,4.5,06.00-17.00 WIB,Rp17.000,"Alam,Air,Petualangan,Kuliner",Cilegon,https://maps.app.goo.gl/muND6os8jFvAfjpk9,"Pulau Merak Kecil berada di perairan Selat Sunda, Cilegon, Banten. Pulau tersebut menawarkan suasana pantai yang sejuk dengan hamparan pasir putih dan laut birunya yang menenangkan sehingga sangat cocok untuk melepas penat setelah beraktivitas selama hampir sepekan. Selain itu, saat ini pengunjung sudah dapat menikmati sejumlah fasilitas tambahan seperti banana boat, wisata naik perahu, dan snorkeling, terdapat juga fasilitas penunjang di antaranya toilet, tempat ganti pakaian, dan mushola. Meskipun ukurannya kecil, pulau tersebut memiliki beberapa akomodasi yang bisa digunakan untuk bermalam seperti homestay dan tenda. Selain itu, terdapat warung-warung kuliner yang menyediakan makanan laut segar."
112,Pulau Merak Besar,4.5,06.00-17.00 WIB,Rp20.000,"Alam,Air,Petualangan,Kuliner",Cilegon,https://maps.app.goo.gl/3JcTEVVZDLuk82dF6,"Objek Wisata Pulau Merak Besar di Tamansari Cilegon Banten ini telah menjadi ikon dan merupakan tempat tujuan yang paling populer. Pulau Merak Besar secara khusus difungsikan sebagai hutan lindung yang ditujukan untuk dapat menahan gelombang air laut ke arah pelabuhan merak. Uniknya lagi di Pulau Merak Besar anda dapat melihat situs Tsunami Gunung Krakatau yang meletus pada tahun 1883 silam. Pulau Merak Besar terletak tepat (± 500 M) didepan pelabuhan penyebrangan Merak – Bakauheni, dengan luas areal sekitar 20 Ha. Pulau Merak Besar adalah Pulau Hutan Lindung yang berfungsi sebagai Pelindung Pelabuhan Ferry dan Terminal Terpadu Merak. Pulau ini sangat strategis untuk melindungi kedua asset milik pemerintah pusat dan daerah. Dan Pulau Merak Besar ini juga sangat berpotensi karena memiliki potensi sumberdaya Kelautan dan Flora dan Fauna."
113,Cilegon Green Waterpark,4,09.00-17.00 WIB,Rp15.000-Rp35.000,"Keluarga,Air,Kuliner",Cilegon,https://maps.app.goo.gl/FHqCifBUtYd5w4pR7,"Tempat wisata ini sangat terkenal di Cilegon dan selalu dipenuhi oleh pengunjung, khususnya pada hari-hari libur dan akhir pekan. Cilegon Green Waterpark menyediakan pengalaman yang tak terlupakan. Dengan berbagai macam wahana air yang seru dan kolam renang yang disukai oleh berbagai usia."
114,Istana Pasir Temiang Cilegon,4,08.00-16.00 WIB,Rp 5000-Rp 10.000,"Keluarga,Air,Pendidikan",Cilegon,https://maps.app.goo.gl/gmvQYVfvuRj4tQju8,"Istana Pasir Cilegon adalah tempat wisata terbaru yang berada di Kota Cilegon, Banten. Tempat wisata yang satu ini juga dikenal dengan nama Istana Taman Cadas yang mengusung konsep negeri dongeng. Dulunya, lokasi ini adalah tempat penambangan pasir. Kini, pihak pengelola menyulap bekas penambangan pasir menjadi tempat wisata yang unik dan menarik. Arsitektur bangunan yang ada di tempat wisata ini berbentuk seperti istana yang kokoh dan tinggi. Istana Pasir Cilegon tidak hanya menawarkan bangunan kastil yang terbentuk dari kastil saja, namun juga beberapa wahana lain yang dapat dinikmati oleh wisatawan. Anda dapat mengunjungi taman buah, taman burung, taman bunga, dan juga kolam renang. Tidak hanya itu, anda juga dapat menemukan wahana lain, seperti flying fox, bukit untuk berkemah, ruang untuk family gathering, dan lain-lain."
115,Pantai Karangbolong,4.5,24 Jam,Rp15.000,"Keluarga,Alam,Air",Serang,https://maps.app.goo.gl/wYSG2mTzhwtT7JmF8,"Pantai Karang Bolong berlokasi sekira 50 km dari Kota Serang. Sesuai namanya yaitu karang bolong, pantai ini memiliki sebuah tebing karang yang bolong di tengahnya sehingga membuat pantai terlihat unik dan berbeda dari pantai-pantai lain. Hal menarik lainnya di Pantai Karang Bolong adalah menyaksikan deburan ombak menghantam batu karang. Namun untuk melihat fenomena ini pengunjung harus menyesuaikan dengan keadaan cuaca. Biasanya saat sore hari ombak akan membesar dan membuat hempasan yang indah untuk disaksikan."
116,Pantai Pasir Putih Florida,4,24 Jam,Rp15.000,"Keluarga,Alam,Air",Serang,https://maps.app.goo.gl/u1QCiVyCEnoMk52A8,"Pantai Pasir Putih Florida ini memiliki bibir pantai yang terbilang paling lebar jika dibandingkan dengan pantai-pantai yang lainnya yang berada di kawasan Pantai Anyer. Pantai ini juga memiliki hamparan pasir yang putih sehingga membuat para pengujung menjadi menyenangkan jika melakukan berbagai aktivitas disini. Pemandangan pantai yang begitu indah tentu akan membuat Anda merasa takjub jika sudah melihatnya. Tak hanya itu saja, ada hal menarik lainnya yang bisa Anda nikmati ketika berkunjung kesini yaitu sunset. Yang mana pada sore hari tempat ini menyunguhkan pemandangan yang indah dengan posisi pantainya menghadap ke arah Barat dan berlatar belakang Anak Gunung Krakatau tentu akan membuat cahaya matahari yang masuk akan terlihat sangat indah dan cantik."
117,Pantai Sambolo Anyer,4.5,24 Jam,Rp10.000,"Keluarga,Alam,Air",Serang,https://maps.app.goo.gl/9MHPg7psMBUA4Qdv6,"Tempat yang sempurna untuk melepas rasa penat dari rutinitas,pantai yang indah dengan hamparan pasir yang luas sangat pas untuk anak-anak yang senang bermain istana pasir,atau perusahaan anda ingin mengadakan acara gathering atau acara lainnya di pantai sambolo anyer sangat cocok karena halaman parkir dan pantai sangat luas.Permainan pantai juga sangat lengkap seperti papan surfing,ban renang,banana boat,jet sky,donat boat,motor atv,parasailing,dll"
118,Pantai Marbella Anyer,4.5,24 Jam,Rp5.000,"Keluarga,Alam,Air",Serang,https://maps.app.goo.gl/Uzhh1Lokme9j4wcAA,"Wisata pantai ini dinamakan Pantai Marbella karena lokasinya memang berada tepat di depan hotel bintang lima tepi pantai bernama Hotel Marbella. Pantai Marbella memiliki suasana yang bersih dengan saung yang banyak di tepi pantainya. Pantai yang dekat dengan Pantai Sambolo ini ramai dikunjungi, terutama ketika musim liburan. Pantai ini juga cocok menjadi destinasi wisata romantis pengantin baru. Pasangan pengantin baru dapat melakukan bulan madu ke tempat ini, yang akan ditemani pemandangan yang indah dari birunya air laut dan pasir pantai yang lembut dan putih."
119,Pantai Pasir putih Sirih Anyer,4.3,24 Jam,Rp15.000,"Keluarga,Alam,Air",Serang,https://maps.app.goo.gl/S67q8CkFTFiMXPuK7,"Pantai Pasir Putih Sirih adalah salah satu spot pantai Anyer terbaik dengan pedagang indah. Bibir pantainya cukup tertata sehingga pengunjung dapat menikmati view bebas tanpa terhalang tenda pedagang Enaknya lagi, bisa parkir di pinggir pantal.Pantai ini cocok untuk tempat liburan keluarga dan acara yang membawa rombongan besar karena teisedia saung besar dan area pantar yang luas yang dapat menampung banyak orang Tersedia juga waliana permainan banana boat, ATV, perahu.Selain itu ada juga permainan banana boat, bubble, dan jet ski Banyak penjual makanan dan pedagang seperti pasar rakyat di sekitar pantai Makanan khas seperti emping dan ikan asin mudah ditemukan di sini, dan pajanan untuk anak anal juga banyak tersedia."
120,Pantai Cibeureum,4.3,24 Jam,Gratis,"Keluarga,Alam,Air",Serang,https://maps.app.goo.gl/JNBnrdupfNfiVfbL7,"Saat memasuki Pantai Cibeureum, Anda akan disambut dengan dua buah gerbang yang terbuat dari beton. Suasana teduh langsung terasa karena deretan pohon-pohon kelapa tumbuh menjulang hingga ke pinggir pantai. Daun-daunnya yang lebat membuat siapa pun yang sedang berada di sini menjadi terlindungi dari sinar matahari yang panas menyengat. Rumput-rumput yang tumbuh di bawah pohon-pohon kelapa terlihat hijau dan segar, bersih dari sampah sehingga nyaman dipandang mata. Selain bermain air, banyak aktivitas lain yang bisa Anda lakukan selama berkunjung ke Pantai Cibeureum. Jika Anda datang bersama kawan-kawan, Anda bisa mencoba bermain sepak bola di pinggir pantai ini. Sementara, bagi Anda yang ingin menenangkan diri, Anda bisa duduk-duduk di pasir pantai sambil memandangi deburan ombak bergulung-gulung di kejauhan."
121,Pulau Tunda,4.5,24 Jam,Gratis,"Alam,Air,Petualangan",Serang,https://maps.app.goo.gl/igSD8Yo7H7k59Y5CA,"Pulau ini merupakan salah satu dari 17 gugusan pulau di Teluk Banten. Dahulu, pulau ini dinamakan Pulau Babi. Namun karena pulau ini dijadikan tempat transit kapal, warga sekitar mengganti namanya menjadi Tunda yang berasal dari istilah Penundaan. Di pulau ini, kamu bisa menikmati perairan laut berwarna biru jernih dipadukan dengan terumbu karang yang sangat indah. Bahkan jika beruntung, kamu bisa melihat lumba-lumba yang berenang di laut sekitar pulau ini. Untuk sampai ke pulau ini, butuh sekitar 2 jam penyeberangan dengan kapal milik nelayan."
122,Pulau Lima,4,08.00-17.00 WIB,Rp5.000,"Alam,Air,Petualangan",Serang,https://maps.app.goo.gl/oJiR16menjDRESSx8,"Objek Wisata Pulau Lima di Kasemen Serang Banten merupakan salah satu pulau yang baru menunjukkan keindahannya. Pulau Lima ini muncul setelah pulau Pamujan Kecil yang berada di dekatnya. Penamaan pulau ini menjadi pulau Lima diikuti pula oleh pulau lainnya yang berada di gugusan kepulauan Mujan yaitu Pulau Mojan Besar atau pulau Tiga dan Pulau Empat atau pulau Pamujan Kecil. Meskipun letaknya yang berdekatan namun karakteristik pulau Lima berbeda dengan kedua pulau lainnya. Pulau ini memiliki pasir putih yang lembut dan halus, dengan hamparan hutan mangrove di sekitarnya. Sebagaimana kedua pulau lainnya yaitu pulau Tiga dan Empat, pulau ini terletak kurang lebih 20 menit perjalanan laut dari pelabuhan Karangantu. Pulau Lima Banten ini memiliki luas sekitar 3,5 hektar. Sebagaimana wisata pulau yang lainnya pulau Lima menawarkan panorama alam yang indah, anda bisa menikmatinya hanya dengan bersantai di gazebo-gazebo yang disediakan sembari menyantap makanan-makanan ringan yang juga dijual di sekitar gazebo, seperti mie, bakso, pecel, dan aneka jenis makanan lainnya."
123,Pulau Empat,4,08.00-17.00 WIB,Gratis,"Alam,Air,Petualangan",Serang,https://maps.app.goo.gl/sM2xcyWx2GFAb8EJ6,"Dari Kota Serang, Pulau Empat kira-kira berjarak sekitar 15,3 kilometer. Dari dermaga Karangantu letaknya lebih dekat dibandingkan Pulau Tiga. luasnya hanya sekitar 2 hektare, pulau kecil nan indah ini tidak berpenghuni tetap, saat mengunjunginya Anda akan merasa seperti memiliki pulau pribadi bersama sanak famili atau teman-teman. Selain gazebo-gazebo tempat beristirahat, di atas pulau ini juga terdapat sebuah hutan dan semak yang masih terjaga keasriannya. Para pelancong bisa melihat penghuni-penghuni asli Pulau Empat yaitu monyet-monyet yang kerap berkeliaran di sekitar hutan dan pantai. Sebagaimana pulau-pulau lainnya, Pulau Empat juga menawarkan panorama yang sangat indah baik alam maupun buatan manusianya. Dari panorama alamnya tentu saja tidak usah diragukan lagi, air laut yang jernih, ekosistem bawah laut yang menawan, dan gulungan ombak yang memikat menjadi keunggulan Pulau Pamujan Kecil ini. Jembatan kasih sayang adalah salah satu spot buatan pengelola pulau yang juga menjadi salah satu tempat yang cocok untuk mengabadikannya."
124,Masjid Agung Banten,5,24 Jam,Gratis,"Keluarga,Sejarah&Budaya,Kuliner",Serang,https://maps.app.goo.gl/nSU1xPabZSRJ7Tzo9,"Masjid Agung Banten terbilang istimewa. Karena selain biasa dijadikan sebagai objek wisata religi dengan berziarah ke makam-makam para sultan Banten beserta keluarga yang terdapat di dalamnya, masjid ini juga menyimpan peninggalan bersejarah kerajaan islam Banten sekitar abad ke-16 masehi. Selain itu, arsitektur bangunannya terbilang cukup unik karena memadukan ciri khas bangunan Jawa Hindu, Eropa, dan Cina."
125,D'mangku Farm,4.5,08.00-22.00 WIB,Rp25.000,"Keluarga,Petualangan,Kuliner",Serang,https://maps.app.goo.gl/7pXvt1Qcz45924cb9,"D'Mangku Farm merupakan sebuah obyek wisata terbaru dengan tempat wisatanya yang megah yang menyajikan berbagai wahana dan fasilitas yang menarik di Mancak Serang. Berada pada ketinggian rata rata 250 mdpl, Mancak memang menghadirkan panorama alam pegunungan yang cukup indah. Lanskap alam pegunungan dengan rimbunnya pepohonan hijau menjadi pemandangan yang bisa kamu nikmati saat berada disana. Wisata baru yang menyajikan tempat yang megah dengan beragam wahana dan fasilitas yang keren dan menarik. Wisata baru yang keren dan instagramable yang cocok sebagai destinasi liburan bareng keluarga."
126,Curug Cigumawang,4.3,24 Jam,Rp5.000,"Alam,Air,Petualangan",Serang,https://maps.app.goo.gl/kSPJLPPoDCYaJvN67,"Wisata Curug Cigumawang di Padarincang Serang Banten ini memiliki ketinggian kurang lebih 40 meter. Air dari curug ini berasal dari sumber mata air yang berada di Gunung Buntu. Jika anda menelusuri mata air ini maka akan terlihat sebuah batu yang sangat besar menutupi sumber air sehingga terbentuk sungai kecil yang mengalir melewati sebelah kanan curug tersebut. okasi Curug Cigumawang juga sering dijadikan tempat untuk berbagai kegiatan seperti outbond, dan camping. Lokasinya yang dipenuhi oleh berbagai jenis pepohanan hijau dan rindang dan sensasi udara segar menyejukkan disekitar Curug Cigumawang. Selain itu, lokasi disekitar Curug Cigumawang yang banyak terdapat tebing-tebing tinggi, juga dijadikan sebagai salah satu lokasi untuk melakukan kegiatan atau olahraga Panjat Tebing oleh wisatawan."
127,Gunung Pinang,4.1,07.30-17.00 WIB,Rp15.000,"Alam,Petualangan",Serang,https://maps.app.goo.gl/7SAPn25B7YUeNDSs8,"Dengan tinggi kurang lebih 300 Mdpl, pemandangan alam Serang dan Cilegon terlihat sangat cantik. Selain itu gunung ini juga menawarkan sensasi petualangan yang sangat menarik. Sebab untuk mencapai puncak harus mendaki dengan jarak yang cukup jauh. Keadaan di puncak sudah tertata rapi. Dengan aneka wahana foto, gardu pandang hingga kursi kayu untuk bersantai. Selain itu Gunung ini juga punya jalur yang biasa dipakai oleh penggemar olahraga downhill atau sepeda gunung. Dan awasan gunung Pinang ini juga sangat cocok dipakai untuk aktivitas berkemah. Terdapat banyak camp area yang aman dan nyaman. Tempat ini juga sangat direkomendasikan untuk kemah bersama dengan keluarga. Ketika pagi wisatawan berkesempatan menikmati sunrise yang cantik dari tempat ini."
128,Curug Lewi Tomo,4.6,24 Jam,Gratis,"Alam,Air,Petualangan",Pandeglang,https://maps.app.goo.gl/ATttdQ533yscNb1x9,Di Curug Tomo Padarincang bukan hanya menyuguhkan pemandangan air terjunnya saja. Juga berudara begitu segar dengan suasana di sekitar yang menenangkan karena dikelilingin pepohonan yang rindang.
129,Arung Jeram Tubing Cikalumpang,4.6,24 Jam,Rp25.000-Rp50.000,"Alam,Air,Petualangan",Serang,https://maps.app.goo.gl/oSXnAACquTCY5Nuv5,River Tubing Cikalumpang memiliki perlengkapan baik dan aman yang disesuaikan standarisasi internasional. Ini supaya wisatawan aman dan nyaman saat melintasi curamnya jalur air dan menantangnya arus yang mengalir deras.
130,Anyer Wonderland,4.8,09.00-22.00 WIB,Rp50.000,"Keluarga,Air,Pendidikan",Serang,https://maps.app.goo.gl/XeC4QZHevrtGMmCGA,"Anyer Wonderland adalah destinasi wisata terbaru yang menawarkan pengalaman seru dan menyenangkan untuk mengisi liburan bersama teman, keluarga, hingga pasangan. Beragam wahana permainan seru disajikan di Anyer Wonderland seperti Minizone, Mini Zoo, Rainbow Slide, Mini LRT, Banana dan Donat Boat, dan Snorkeling."
131,Ujung Kulon national park,4.4,24 Jam,Rp3.000-Rp225.000,"Alam,Air,Petualangan,Pendidikan",Pandeglang,https://maps.app.goo.gl/ohDXGA3eBCnz1VaY6,"Taman Nasional Ujung Kulon adalah sebuah kawasan lindung yang terletak di ujung barat Pulau Jawa, Indonesia. Taman ini terkenal karena menjadi rumah bagi spesies langka, seperti badak Jawa (Rhinoceros sondaicus) yang sangat terancam punah. Taman ini memiliki hutan hujan tropis, pantai-pantai yang indah, dan ekosistem pesisir yang beragam. Selain badak Jawa, Taman Nasional Ujung Kulon juga melindungi berbagai satwa liar lainnya, termasuk kera ekor panjang, kijang, dan burung-burung langka. Taman ini memiliki nilai penting dalam konservasi alam dan merupakan Situs Warisan Dunia UNESCO. Selain itu, pantainya juga menarik para pengunjung yang mencari keindahan alam dan kegiatan-kegiatan seperti snorkeling dan trekking."
132,coconut island carita water park,4,09.00-16.00 WIB,RP25.000,"Keluarga,Alam,Air",Pandeglang,https://maps.app.goo.gl/c8AFa9CJwuW3KUCY9,"merupakan sebuah resort yang menggabungkan pantai, waterpark, dan resort dalam satu tempat. Sehingga terdapat banyak aktivitas seru dan menarik yang bisa Anda lakukan bersama keluarga maupun teman-teman."
